name,brand,category,dimensions,description,image_url,galeria_urls,file_2d_url,file_3d_url
Aparador Piano,Ricardo Van Steen A partir de: R$33,Aparador,"150X045X076 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O aparador Piano, assinado por Ricardo van Steen, combina função e expressão visual por meio de um sofisticado trabalho cromático com ladrilhos cerâmicos esmaltados da linha cottoricci","O aparador Piano, assinado por Ricardo van Steen, combina função e expressão visual por meio de um sofisticado trabalho cromático com ladrilhos cerâmicos esmaltados da linha cottoricci. Aplicados em um plano modular de tonalidades pastel — como verde, ocre, cinza e terracota —, os ladrilhos introduzem uma composição vibrante e mutável, marcada por variações sutis de cor e textura que tornam cada peça única e irrepetível. A estrutura em aço carbono confere leveza e estabilidade ao conjunto, contrastando com a superfície artesanal e vívida do tampo e das laterais. O acabamento esmaltado dos ladrilhos reflete a luz de maneira delicada, ressaltando as nuances das cores e as pequenas irregularidades naturais do processo manual. Essa fusão entre matéria industrial e saber artesanal transforma o aparador em um elemento escultórico e funcional, ideal tanto para ambientes residenciais quanto comerciais que valorizam o design autoral e a singularidade de cada detalhe. Disponível em tamanho único com múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2025/05/2.jpg,"[""https://folioliving.com.br/assets/uploads/2025/05/3.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/9.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/7.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/8.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/6.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/2-1.jpg""]",https://www.dropbox.com/scl/fi/27y0ff6ru34mgrxzsf7sz/2D-Aparador-Piano-I.pdf?rlkey=7j3p4ioozs2zri1vkpke74oox&st=xwr61cyu&dl=0,https://3dwarehouse.sketchup.com/model/4bf3aaef-d6e7-4897-9507-969ead557e45/Aparador-Piano-I
Cadeira Londrina,Ricardo Van Steen Sem braço a partir de: R$8,Cadeira,"058x066x084 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A cadeira Londrina é uma homenagem à cidade que acolhe a fábrica Folio e representa a origem da marca","A cadeira Londrina é uma homenagem à cidade que acolhe a fábrica Folio e representa a origem da marca. Assinada por Ricardo Van Steen, a peça traduz o espírito do design brasileiro contemporâneo ao aliar a força construtiva à elegância formal. Produzida em lyptus tingido, madeira de tonalidade quente e veios suaves, revela a nobreza dos materiais e a dedicação artesanal em cada detalhe. O desenho de linhas puras e estrutura precisa evidencia a atenção minuciosa à ergonomia e ao acabamento. Os braços levemente arredondados e os encaixes meticulosamente trabalhados conferem robustez estrutural sem abrir mão da leveza visual. A geometria refinada valoriza a execução manual da madeira, enquanto os encontros entre os perfis, suavemente modelados, garantem conforto tátil e um apuro estético singular. Mais do que um objeto utilitário, a cadeira Londrina é a expressão da identidade da Folio: o encontro entre tradição, técnica refinada e uma visão contemporânea do morar.",https://folioliving.com.br/assets/uploads/2025/04/1-21.jpg,"[""https://folioliving.com.br/assets/uploads/2025/04/6-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/10-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/4-6-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/3-10.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/11-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/5-6-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/12-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/13-1-scaled.jpg""]",https://www.dropbox.com/scl/fi/1z9kohs02za2wl6kehwn1/2D-Cadeira-Londrina-sem-bra-o.pdf?rlkey=kede5zhkmdteyhghp6i2pnhyd&st=yo1s3eg9&dl=0,https://3dwarehouse.sketchup.com/model/e15e4853-3d62-4ff6-9c12-d0ddf6e505f6/Cadeira-Londrina
Mesa Lateral Boreal,Folio A partir de: R$13,Mesa Lateral,"060Øx055 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa lateral Boreal se destaca por sua presença escultórica e acabamento refinado","A mesa lateral Boreal se destaca por sua presença escultórica e acabamento refinado. Seu tampo em vidro fumê revela, com sutileza, a base sinuosa em tecido espelhado dourado, que reflete a luz e o ambiente ao redor. A estrutura orgânica e fluida da base contrasta com a superfície plana e translúcida do tampo, criando um jogo visual dinâmico entre forma, brilho e transparência. Com um design expressivo, a Boreal é uma peça de destaque, ideal para composições contemporâneas que valorizam arte e funcionalidade. Disponível em tamanho único com múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2025/05/1-9.jpg,"[""https://folioliving.com.br/assets/uploads/2025/05/01-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/4-6.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/02-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/2-8.jpg""]",,https://3dwarehouse.sketchup.com/model/c19e7d09-a91e-4a74-b8d7-1489d4a822b4/Mesa-Lateral-Boreal
Luminária Golden Hour,Folio + Neriage A partir de: R$13,Luminária,"120Ø *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição Resultado da colaboração entre Folio e Neriage, a luminária Golden Hour traduz a união entre moda e design em uma peça que explora luz, textura e forma com sensibilidade","Resultado da colaboração entre Folio e Neriage, a luminária Golden Hour traduz a união entre moda e design em uma peça que explora luz, textura e forma com sensibilidade. Inspirada na luz suave do entardecer, a luminária apresenta um disco circular de superfície mineral, com acabamento artesanal que valoriza as nuances da matéria bruta. A iluminação é indireta, criando um halo envolvente que remete a fenômenos naturais como o eclipse ou o pôr do sol. Seu brilho difuso transforma o ambiente com suavidade, propondo uma experiência sensorial e contemplativa. Mais do que uma peça funcional, Golden Hour atua como objeto poético e atmosférico — uma síntese entre o tempo e o toque, entre o vestível e o habitável. Disponível em múltiplos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2025/05/1.png,"[""https://folioliving.com.br/assets/uploads/2025/05/01-3-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/02-3-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/02/21-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/4.png"", ""https://folioliving.com.br/assets/uploads/2025/05/2.png"", ""https://folioliving.com.br/assets/uploads/2025/05/3.png""]",,https://3dwarehouse.sketchup.com/model/be8e118e-dd83-4360-a73b-e93fbeda8808/Lumin%C3%A1ria-Golden-Hour
Buffet Gio Vertical,Estúdio LL2 A partir de: R$37,Buffet,"085x045X115 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O buffet Gio vertical carrega um design contemporâneo, marcado por linhas retas e minimalistas","O buffet Gio vertical carrega um design contemporâneo, marcado por linhas retas e minimalistas. Com proporções mais compactas e verticais, é ideal para espaços menores sem abrir mão da elegância e da funcionalidade. As portas amplas sem puxadores visíveis reforçam a pureza formal da peça, enquanto os pés robustos garantem estabilidade. Internamente, o móvel conta com uma prateleira interna que otimiza o armazenamento, sendo perfeito para organização de objetos em ambientes como salas, quartos ou escritórios. Personalizável em diferentes acabamentos.",https://folioliving.com.br/assets/uploads/2024/09/capa-nova-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2024/09/1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/7-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/8-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/5-7-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/4-7-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/9-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/1-14-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/3-6-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/18a6c4cc-fb23-418b-a006-2367c3525eb1/Buffet-Gio-Vertical
Poltrona Londra Slim,Ricardo Van Steen A partir de: R$16,Poltrona,"066x074x070 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A Poltrona Londra Slim sem braço, assinada por Ricardo van Steen, combina elegância contemporânea com conforto sutil","A Poltrona Londra Slim sem braço, assinada por Ricardo van Steen, combina elegância contemporânea com conforto sutil. Sua estrutura em madeira maciça evidencia um trabalho refinado de marcenaria, com linhas leves e bem definidas que sustentam um assento e encosto acolchoados, revestidos em couro ou tecido. Com traços angulares, a Londra Slim tem um perfil enxuto, mas não abre mão da presença marcante. Seu design privilegia a ergonomia sem excessos, resultando em uma peça ideal para espaços que valorizam sofisticação e simplicidade. Um clássico moderno com alma brasileira.",https://folioliving.com.br/assets/uploads/2025/07/8-5-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2025/07/3-3.jpg"", ""https://folioliving.com.br/assets/uploads/2025/07/2-3.jpg"", ""https://folioliving.com.br/assets/uploads/2025/07/4-3.jpg"", ""https://folioliving.com.br/assets/uploads/2025/07/5-2.jpg"", ""https://folioliving.com.br/assets/uploads/2025/07/6-1.jpg"", ""https://folioliving.com.br/assets/uploads/2025/07/7-1.jpg""]",,https://3dwarehouse.sketchup.com/model/c1c46855-a440-4e24-8492-e65aedb502b3/Poltrona-Londra-Slim
Sofá Float,Lab,Sofá,"180x130x068x110 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O sofá Float busca uma reconexão com os momentos da casa e com a forma como nos relacionamos com o lar","O sofá Float busca uma reconexão com os momentos da casa e com a forma como nos relacionamos com o lar. Criado a partir de formas orgânicas e uma base leve, suavemente angulada, que parece flutuar sobre o chão, o sofá foi pensado como um hub social — um ponto de encontro despojado e acolhedor dentro de casa. Seu desenho contemporâneo é marcado por volumes generosos, linhas suaves e cantos arredondados, que reforçam a sensação de conforto e informalidade. Os assentos são amplos, profundos e baixos, ideais para relaxar ou compartilhar momentos com outras pessoas. Já os braços inteiriços e bem definidos garantem estrutura sem perder a fluidez visual. A modularidade do Float permite múltiplas composições, adaptando-se com naturalidade a diferentes tamanhos de ambientes e estilos de vida. Disponível em múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2023/06/1-105-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/06/5-50-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/6-51-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/15-2.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/14-3.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/4-49-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/16-1.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/7-21-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/8-21-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/9-18-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/3-51-scaled.jpg""]",https://www.dropbox.com/scl/fi/mlv19xwhqp7byk8l7b6kz/T2M_Mapa_Float_R00.pdf?rlkey=lcya3v6lcy3xs3qsl4sjqxhr2&dl=0,https://3dwarehouse.sketchup.com/model/37cfff3f-2cf9-47c2-b2c5-299b374e3c91/Sof%C3%A1-Float-Folio
Mesa de Jantar Avocado II,Folio + Neriage A partir de: R$44,Mesa de Jantar,"140Øx076 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de jantar Avocado destaca-se pela combinação entre a rigidez da madeira e a fluidez do couro plissado","A mesa de jantar Avocado destaca-se pela combinação entre a rigidez da madeira e a fluidez do couro plissado. Seu tampo redondo em madeira natural apresenta bordas suavemente chanfradas, revelando o cuidado com o acabamento e valorizando a materialidade da peça. A base cilíndrica, totalmente revestida em couro com plissados verticais, introduz textura e movimento à composição, aproximando o mobiliário do universo da moda com um toque contemporâneo e sensorial. O plissado cria um contraste elegante com a superfície lisa do tampo, tornando a mesa um ponto de destaque no ambiente. Disponível em múltiplos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2025/05/12.jpg,"[""https://folioliving.com.br/assets/uploads/2025/05/101.png"", ""https://folioliving.com.br/assets/uploads/2025/05/102.png""]",,https://3dwarehouse.sketchup.com/model/8cd81794-cb5e-477b-b142-cb56a05245d7/Mesa-de-Jantar-Avocado-Redonda-Plissados
Banco Pilotis I,Estúdio LL2 A partir de: R$17,Banco,"200x045x045 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O banco Pilotis I carrega um design contemporâneo, marcado por linhas limpas e formas escultóricas","O banco Pilotis I carrega um design contemporâneo, marcado por linhas limpas e formas escultóricas. Com três apoios em formatos orgânicos, a peça é inteiramente produzida em madeira maciça, evidenciando o cuidado com a matéria-prima e o trabalho artesanal. Sua estrutura sólida contrasta com a leveza visual proporcionada pelas curvas suaves e o acabamento aveludado do material. Com proporções generosas, o Pilotis funciona tanto como banco quanto como peça de apoio em diferentes ambientes, sendo versátil, elegante e atemporal. Personalizável em diversos acabamentos.",https://folioliving.com.br/assets/uploads/2023/12/19.jpg,"[""https://folioliving.com.br/assets/uploads/2023/12/21.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/2-13-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/5-12-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/6-14-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/17-1.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/18-1.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/20.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/4-13.jpg""]",,https://3dwarehouse.sketchup.com/model/cb4b294a-17fb-4dff-85a6-16de3cc730ad/Bancos-pilotis-Folio
Mesa de Centro Isla,Estúdio LL2 A partir de: R$22,Mesa de Centro,"100x099X033 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de centro Isla expressa uma elegância escultórica, marcada pela força da matéria e pela fluidez das formas","A mesa de centro Isla expressa uma elegância escultórica, marcada pela força da matéria e pela fluidez das formas. Seu tampo em mármore com bordas suavemente arredondadas combina geometria orgânica e textura nobre, revelando veios únicos que tornam cada peça singular. A base cilíndrica sólida contrasta com a leveza visual do tampo, criando um equilíbrio entre estrutura e sofisticação. A Isla é ideal como ponto focal em ambientes contemporâneos, e pode ser personalizada em diferentes tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2024/08/1-30-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2024/08/13-1.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/4-18-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/6-17-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/3-18-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/8-16-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/7-17-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/10-4.jpg"", ""https://folioliving.com.br/assets/uploads/2024/08/1-38-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/2659af4a-cc6b-4654-a87f-7016383cb988/Mesa-de-Centro-Isla
Mesa de Jantar Isla,Estúdio LL2 A partir de: R$26,Mesa de Jantar,"160x160x076 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de jantar Isla conta com um design contemporâneo, marcado por linhas retas minimalistas e proporções esculturais","A mesa de jantar Isla conta com um design contemporâneo, marcado por linhas retas minimalistas e proporções esculturais. Seu tampo pentagonal com bordas arredondadas traz uma geometria pouco convencional que valoriza a fluidez e convida à interação. Produzido em pedra natural, o tampo possui presença marcante e textura sofisticada, contrastando com a base composta por quatro paineis verticais em madeira que conferem leveza estrutural e estabilidade visual. A Isla é uma peça de caráter autoral que se adapta a diferentes contextos de uso, funcionando como ponto de encontro ou elemento de destaque em espaços de convívio. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2023/12/4-9-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/12/10-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/8-8.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/9-8.jpg"", ""https://folioliving.com.br/assets/uploads/2023/12/3-14-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/cee5a07f-5876-49b7-b479-eb27c6f37cc0/Mesa-de-jantar-Isla
Mesa de Centro Piano,Ricardo Van Steen + André Paoliello A partir de: R$25,Mesa de Centro,"160X060X035 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de centro Piano, assinada por Ricardo Van Steen + André Paoliello, combina função e expressão visual por meio de um sofisticado trabalho cromático com ladrilhos cerâmicos esmaltados da linha cottoricci","A mesa de centro Piano, assinada por Ricardo Van Steen + André Paoliello, combina função e expressão visual por meio de um sofisticado trabalho cromático com ladrilhos cerâmicos esmaltados da linha cottoricci. Aplicados em um plano modular, os ladrilhos introduzem uma composição vibrante e mutável. A estrutura em aço carbono confere leveza e estabilidade ao conjunto. O acabamento esmaltado dos ladrilhos reflete a luz de maneira delicada, ressaltando as nuances das cores e as pequenas irregularidades naturais do processo manual. Essa fusão entre matéria industrial e saber artesanal transforma o aparador em um elemento escultórico e funcional, ideal tanto para ambientes residenciais quanto comerciais que valorizam o design autoral e a singularidade de cada detalhe. Disponível em tamanho único com múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2025/05/1-1.jpg,"[""https://folioliving.com.br/assets/uploads/2025/05/2-3.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/3-1.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/4-1.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/1-2.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/3-12-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/5-10-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/e587a594-cf37-47c4-b4d6-69ede8df1969/Mesa-de-Centro-Piano
Sofá Sky,Folio + Neriage A partir de: R$24,Sofá,"244x115x070 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O Sofá Sky, colaboração entre a Folio e a Neriage, combina linhas minimalistas e volumes generosos com detalhes artesanais","O Sofá Sky, colaboração entre a Folio e a Neriage, combina linhas minimalistas e volumes generosos com detalhes artesanais. Um de seus módulos apresenta plissados inspirados na moda, marca registrada da Neriage, criando um contraste sofisticado entre textura e superfície lisa. Confortável e versátil, é uma peça que une design contemporâneo e elegância atemporal. Disponível em múltiplas modulações.",https://folioliving.com.br/assets/uploads/2025/07/1-17-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2025/07/3-8-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/07/6-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/07/1-18-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/07/5-6-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/89038626-0a40-4354-90f0-1b68747c93c5/Sof%C3%A1-Sky-Plissados
Mesa de Centro Orion,Neriage + Folio A partir de: R$43,Mesa de Centro,"140x070x036 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição Fruto da colaboração entre Folio e Neriage, a mesa de centro Orion combina materiais e gestos em uma composição que transita entre o design e a moda","Fruto da colaboração entre Folio e Neriage, a mesa de centro Orion combina materiais e gestos em uma composição que transita entre o design e a moda. O tampo em mármore de contorno orgânico revela a beleza única da pedra natural, com veios e tonalidades que remetem às formações minerais da terra. A base, revestida em couro plissado, traz a linguagem têxtil característica da Neriage para o mobiliário, criando um contraste entre rigidez e fluidez, peso e leveza. O plissado imprime dinamismo à estrutura e reforça o aspecto artesanal da peça. Com presença escultural e proporções equilibradas, Orion é uma mesa que vai além da função: transforma o espaço em narrativa sensorial e visual. Disponível em múltiplos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2025/05/1-2.png,"[""https://folioliving.com.br/assets/uploads/2025/05/2-1.png"", ""https://folioliving.com.br/assets/uploads/2025/05/3-1.png""]",,https://3dwarehouse.sketchup.com/model/c283251c-db5b-45e4-b482-9f6ac62f2a7a/Mesa-de-Centro-Orion
Sofá Nurb,Folio A partir de: R$21,Sofá,"266X100X066x220 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O sofá Nurb é modular e apresenta um design contemporâneo, pautado por linhas retas e minimalistas","O sofá Nurb é modular e apresenta um design contemporâneo, pautado por linhas retas e minimalistas. Seus assentos amplos, de proporções generosas, são firmemente estofados, proporcionando conforto sem abrir mão da elegância visual. As almofadas de encosto soltas, em diferentes tamanhos e texturas, complementam o conjunto com um toque de descontração e possibilitam variações de apoio e composição. A estrutura conta com braços retos e delgados, além de uma base metálica de perfil delgado e pés esbeltos, que elevam a peça do chão e conferem uma sensação de leveza e sofisticação ao conjunto. Versátil, o Nurb é configurável em diferentes composições — do compacto ao mais expansivo — adaptando-se com naturalidade a variados ambientes e estilos de uso. Disponível em diversos acabamentos.",https://folioliving.com.br/assets/uploads/2025/04/1-14.jpg,"[""https://folioliving.com.br/assets/uploads/2025/04/3-7.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/2-7.jpg""]",,https://3dwarehouse.sketchup.com/model/dd894b1f-4358-48a3-adc0-46931d052d48/Sof%C3%A1-Nurb-Folio
Cadeira Ella,Neriage + Folio A partir de: R$7,Cadeira,"052X051X080x052 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A cadeira Ella surge da intersecção entre moda e mobiliário, unindo o universo do vestível ao habitável em uma peça de linhas puras e presença sensível","A cadeira Ella surge da intersecção entre moda e mobiliário, unindo o universo do vestível ao habitável em uma peça de linhas puras e presença sensível. Parte da colaboração entre a marca de design Folio e a grife Neriage, Ella incorpora o plissado — técnica marcante da estilista Rafaella Caniello — como linguagem têxtil aplicada ao objeto. Revestida por completo em um tecido plissado, a cadeira propõe uma continuidade visual entre estrutura e revestimento. Suas formas arredondadas e acolhedoras traduzem o conforto através de curvas sutis, enquanto os detalhes do tecido evocam o movimento e a fluidez típicos do vestuário. Com proporções compactas e estética minimalista, Ella se adapta com elegância a diferentes ambientes, trazendo consigo um gesto de suavidade e afeto. Mais do que um assento, Ella é um gesto poético de design que conecta corpo, casa e vestimenta. Disponível em tamanho único com múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2025/05/1-7.jpg,"[""https://folioliving.com.br/assets/uploads/2025/05/01-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/5-1.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/2-5.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/04-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/50-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/03-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/4-3.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/02-1-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/2e9ab447-5a40-4e2e-b186-e250ce7febc0/Cadeira-Ella-Plissados
Mesa Lateral Piano Retangular,Ricardo Van Steen A partir de: R$17,Mesa Lateral,"080X060X045 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa lateral Piano, assinada por Ricardo Van Steen + André Paoliello, combina função e expressão visual por meio de um sofisticado trabalho cromático com ladrilhos cerâmicos esmaltados da linha cottoricci","A mesa lateral Piano, assinada por Ricardo Van Steen + André Paoliello, combina função e expressão visual por meio de um sofisticado trabalho cromático com ladrilhos cerâmicos esmaltados da linha cottoricci. Aplicados em um plano modular, os ladrilhos introduzem uma composição vibrante e mutável e pode ser utilizada em área externa. A estrutura em aço carbono confere leveza e estabilidade ao conjunto. O acabamento esmaltado dos ladrilhos reflete a luz de maneira delicada, ressaltando as nuances das cores e as pequenas irregularidades naturais do processo manual. Essa fusão entre matéria industrial e saber artesanal transforma o aparador em um elemento escultórico e funcional, ideal tanto para ambientes residenciais quanto comerciais que valorizam o design autoral e a singularidade de cada detalhe. Disponível em tamanho único com múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2025/05/1-4.jpg,"[""https://folioliving.com.br/assets/uploads/2025/05/5-9-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/4-11-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/4-1.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/9-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/5.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/6-1.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/7-1.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/8-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/2-4.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/3-2.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/2-14-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/3-11-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/1-16-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/6-8-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/774b5bc2-3b99-463b-a7bc-c6ec06a0f0ac/Mesa-Lateral-Piano
